Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.mime,ProbabilisticMimeDetectionTest,testNotXML,Long Statement,The length of the statement "assertEquals(MediaType.TEXT_PLAIN`proDetector.detect(new ByteArrayInputStream("<!-- test -->".getBytes(UTF_8))`new Metadata()));" is 128.
tika,org.apache.tika.mime,ProbabilisticMimeDetectionTest,testMimeMagicStability,Magic Number,The method contains a magic number: 100
tika,org.apache.tika.mime,ProbabilisticMimeDetectionTest,testTIKA2237,Long Statement,The length of the statement "InputStream input=new ByteArrayInputStream(("function() {};\n" + "try {\n" + " window.location = 'index.html';\n"+ "} catch (e) {\n"+ " console.log(e);\n"+ "}").getBytes(StandardCharsets.UTF_8));" is 195.
tika,org.apache.tika.mime,MediaTypeTest,testQuote,Long Statement,The length of the statement "assertEquals("text/plain; a=\" value with spaces \"; b=\"text\\/plain\"" + "; c=\"\\(\\)\\<\\>\\@\\`\\;\\:\\\\\\\"\\/\\[\\]\\?\\=\""`new MediaType("text"`"plain"`parameters).toString());" is 186.
tika,org.apache.tika.mime,MediaTypeTest,testParseWithParams,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,MediaTypeTest,testParseWithParamsAndQuotedCharset,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,Patterns,add,Complex Conditional,The conditional expression pattern.indexOf('*') == -1 && pattern.indexOf('?') == -1 && pattern.indexOf('[') == -1 is complex.
tika,org.apache.tika.mime,Patterns,add,Complex Conditional,The conditional expression pattern.startsWith("*") && pattern.indexOf('*'`1) == -1 && pattern.indexOf('?') == -1 && pattern.indexOf('[') == -1 is complex.
tika,org.apache.tika.mime,Patterns,add,Long Statement,The length of the statement "else if (pattern.startsWith("*") && pattern.indexOf('*'`1) == -1 && pattern.indexOf('?') == -1 && pattern.indexOf('[') == -1) {" is 127.
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,ProbabilisticMimeDetectionSelector,Magic Number,The method contains a magic number: 0.1f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,initializeDefaultProbabilityParameters,Magic Number,The method contains a magic number: 0.5f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,initializeDefaultProbabilityParameters,Magic Number,The method contains a magic number: 0.5f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,initializeDefaultProbabilityParameters,Magic Number,The method contains a magic number: 0.5f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,initializeDefaultProbabilityParameters,Magic Number,The method contains a magic number: 0.5001f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,detect,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Complex Method,Cyclomatic complexity of the method is 40
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Long Method,The method has 217 lines of code.
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 0.1f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 0.1f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 0.1f
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,ProbabilisticMimeDetectionSelector,applyProbilities,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,MimeTypes,getMimeType,Complex Method,Cyclomatic complexity of the method is 17
tika,org.apache.tika.mime,MimeTypes,getMinLength,Magic Number,The method contains a magic number: 64
tika,org.apache.tika.mime,MimeTypes,getMinLength,Magic Number,The method contains a magic number: 1024
tika,org.apache.tika.mime,MimeTypes,detect,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.mime,MimeTypes,detect,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypes,getDefaultMimeTypes,Long Identifier,The length of the field CLASSLOADER_SPECIFIC_DEFAULT_TYPES is 34.
tika,org.apache.tika.mime,MediaType,parse,Complex Conditional,The conditional expression SIMPLE_TYPES.size() < 10000 && isSimpleName(string.substring(0`slash)) && isSimpleName(string.substring(slash + 1)) is complex.
tika,org.apache.tika.mime,MediaType,parse,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.mime,MediaType,parse,Long Statement,The length of the statement "else if (SIMPLE_TYPES.size() < 10000 && isSimpleName(string.substring(0`slash)) && isSimpleName(string.substring(slash + 1))) {" is 127.
tika,org.apache.tika.mime,MediaType,parse,Magic Number,The method contains a magic number: 10000
tika,org.apache.tika.mime,MediaType,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,MediaType,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,MediaType,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,MediaType,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.mime,MediaType,isSimpleName,Complex Conditional,The conditional expression c != '-' && c != '+' && c != '.' && c != '_' && !('0' <= c && c <= '9') && !('a' <= c && c <= 'z') is complex.
tika,org.apache.tika.mime,MagicMatch,MagicMatch,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.mime,MimeTypesReader,startElement,Complex Conditional,The conditional expression ACRONYM_TAG.equals(qName) || COMMENT_TAG.equals(qName) || TIKA_LINK_TAG.equals(qName)|| TIKA_UTI_TAG.equals(qName) is complex.
tika,org.apache.tika.mime,MimeTypesReader,startElement,Complex Method,Cyclomatic complexity of the method is 14
tika,org.apache.tika.mime,MimeTypesReader,startElement,Long Statement,The length of the statement "else if (ACRONYM_TAG.equals(qName) || COMMENT_TAG.equals(qName) || TIKA_LINK_TAG.equals(qName)|| TIKA_UTI_TAG.equals(qName)) {" is 126.
tika,org.apache.tika.mime,MimeTypesReader,startElement,Magic Number,The method contains a magic number: 50
tika,org.apache.tika.mime,MimeTypesReader,endElement,Complex Method,Cyclomatic complexity of the method is 10
tika,org.apache.tika.mime,MimeTypesReader,handleGlobError,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.mime,MimeTypesReader,acquireSAXParser,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.mime,MimeTypesReader,releaseParser,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MediaTypeRegistry,getSupertype,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.mime,HexCoDec,decode,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,HexCoDec,decode,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.mime,HexCoDec,encode,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.mime,HexCoDec,encode,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.mime,HexCoDec,encode,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.mime,HexCoDec,encode,Magic Number,The method contains a magic number: 0xf
tika,org.apache.tika.mime,HexCoDec,hexCharToNibble,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.mime,HexCoDec,hexCharToNibble,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.mime,MimeType,isValid,Complex Conditional,The conditional expression ch <= ' ' || ch >= 127 || ch == '(' || ch == ')' || ch == '<' || ch == '>' || ch == '@' || ch == '`' || ch == ';' || ch == ':' || ch == '\\' || ch == '"' || ch == '[' || ch == ']' || ch == '?' || ch == '=' is complex.
tika,org.apache.tika.mime,MimeType,isValid,Complex Conditional,The conditional expression slash || i == 0 || i + 1 == name.length() is complex.
tika,org.apache.tika.mime,MimeType,isValid,Long Statement,The length of the statement "if (ch <= ' ' || ch >= 127 || ch == '(' || ch == ')' || ch == '<' || ch == '>' || ch == '@' || ch == '`' || ch == ';' || ch == ':' || ch == '\\' || ch == '"' || ch == '[' || ch == ']' || ch == '?' || ch == '=') {" is 212.
tika,org.apache.tika.mime,MimeType,isValid,Magic Number,The method contains a magic number: 127
tika,org.apache.tika.mime,MimeTypeTest,testConstrctor,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypeTest,testIsValidName,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypeTest,testSetEmptyValues,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypeTest,testSetEmptyValues,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypeTest,testSetEmptyValues,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypeTest,testSetEmptyValues,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypesTest,testForName,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,MimeTypesTest,testRegisteredMimes,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.mime,TestMimeTypes,testWorksSpreadsheetDetection,Long Statement,The length of the statement "assertTypeDetection("testWORKSSpreadsheet7.0.xlr"`"application/x-tika-msworks-spreadsheet"`"application/x-tika-msworks-spreadsheet"`"application/x-tika-msworks-spreadsheet");" is 174.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testVORCalcTemplate.vor"`"application/x-staroffice-template"`"application/vnd.stardivision.calc"`"application/vnd.stardivision.calc");" is 155.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testVORDrawTemplate.vor"`"application/x-staroffice-template"`"application/vnd.stardivision.draw"`"application/vnd.stardivision.draw");" is 155.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testVORImpressTemplate.vor"`"application/x-staroffice-template"`"application/vnd.stardivision.impress"`"application/vnd.stardivision.impress");" is 164.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testVORWriterTemplate.vor"`"application/x-staroffice-template"`"application/vnd.stardivision.writer"`"application/vnd.stardivision.writer");" is 161.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testStarOffice-5.2-calc.sdc"`"application/vnd.stardivision.calc"`"application/vnd.stardivision.calc"`"application/vnd.stardivision.calc");" is 159.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testStarOffice-5.2-draw.sda"`"application/vnd.stardivision.draw"`"application/vnd.stardivision.draw"`"application/vnd.stardivision.draw");" is 159.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testStarOffice-5.2-impress.sdd"`"application/vnd.stardivision.impress"`"application/vnd.stardivision.impress"`"application/vnd.stardivision.impress");" is 171.
tika,org.apache.tika.mime,TestMimeTypes,testStarOfficeDetection,Long Statement,The length of the statement "assertTypeDetection("testStarOffice-5.2-writer.sdw"`"application/vnd.stardivision.writer"`"application/vnd.stardivision.writer"`"application/vnd.stardivision.writer");" is 167.
tika,org.apache.tika.mime,TestMimeTypes,testOldWorksWordProcessorDetection,Long Statement,The length of the statement "assertTypeDetection("testWORKSWordProcessor3.0.wps"`"application/vnd.ms-works"`"application/vnd.ms-works"`"application/vnd.ms-works");" is 134.
tika,org.apache.tika.mime,TestMimeTypes,testOldWorksWordProcessorDetection,Long Statement,The length of the statement "assertTypeDetection("testWORKSWordProcessor4.0.wps"`"application/vnd.ms-works"`"application/vnd.ms-works"`"application/vnd.ms-works");" is 134.
tika,org.apache.tika.mime,TestMimeTypes,testXmlAndHtmlDetection,Long Statement,The length of the statement "assertTypeByData("application/xml"`"<?xml version=\"1.0\" encoding=\"UTF-8\"?><records><record/></records>".getBytes(UTF_8));" is 125.
tika,org.apache.tika.mime,TestMimeTypes,testXmlAndHtmlDetection,Long Statement,The length of the statement "assertTypeByData("application/xml"`"\uFEFF<?xml version=\"1.0\" encoding=\"UTF-16\"?><records><record/></records>".getBytes(UTF_16LE));" is 135.
tika,org.apache.tika.mime,TestMimeTypes,testXmlAndHtmlDetection,Long Statement,The length of the statement "assertTypeByData("application/xml"`"\uFEFF<?xml version=\"1.0\" encoding=\"UTF-16\"?><records><record/></records>".getBytes(UTF_16BE));" is 135.
tika,org.apache.tika.mime,TestMimeTypes,testXmlAndHtmlDetection,Long Statement,The length of the statement "assertTypeByData("application/xml"`"<!-- XML without processing instructions --><records><record/></records>".getBytes(UTF_8));" is 127.
tika,org.apache.tika.mime,TestMimeTypes,testDITADetection,Long Statement,The length of the statement "assertEquals("application/dita+xml"`repo.getMediaTypeRegistry().getSupertype(getTypeByNameAndData("testDITA.ditamap")).toString());" is 131.
tika,org.apache.tika.mime,TestMimeTypes,testDITADetection,Long Statement,The length of the statement "assertEquals("application/dita+xml"`repo.getMediaTypeRegistry().getSupertype(getTypeByNameAndData("testDITA.dita")).toString());" is 128.
tika,org.apache.tika.mime,TestMimeTypes,testDITADetection,Long Statement,The length of the statement "assertEquals("application/dita+xml; format=topic"`repo.getMediaTypeRegistry().getSupertype(getTypeByNameAndData("testDITA2.dita")).toString());" is 143.
tika,org.apache.tika.mime,TestMimeTypes,testFontDetection,Long Statement,The length of the statement "assertTypeByData("application/x-font-printer-metric"`new byte[]{0x00`0x01`256 - 0xb1`0x0a`0x00`0x00`0x43`0x6f`0x70`0x79`0x72`0x69`0x67`0x68`0x74`0x20});" is 152.
tika,org.apache.tika.mime,TestMimeTypes,testFontDetection,Long Statement,The length of the statement "assertTypeByData("application/x-font-type1"`new byte[]{0x25`0x21`0x50`0x53`0x2d`0x41`0x64`0x6f`0x62`0x65`0x46`0x6f`0x6e`0x74`0x2d`0x31`0x2e`0x30`0x20`0x20`0x2d`0x2a`0x2d`0x20});" is 177.
tika,org.apache.tika.mime,TestMimeTypes,testFontDetection,Long Statement,The length of the statement "assertTypeByData("application/x-font-type1"`new byte[]{-0x80`0x01`0x09`0x05`0x00`0x00`0x25`0x21`0x50`0x53`0x2d`0x41`0x64`0x6f`0x62`0x65`0x46`0x6f`0x6e`0x74`0x2d`0x31`0x2e`0x30});" is 178.
tika,org.apache.tika.mime,TestMimeTypes,testFontDetection,Magic Number,The method contains a magic number: 256
tika,org.apache.tika.mime,TestMimeTypes,testFontDetection,Magic Number,The method contains a magic number: 0xb1
tika,org.apache.tika.mime,TestMimeTypes,testFontDetection,Magic Number,The method contains a magic number: 0x80
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xFF
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xFE
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xFF
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xFE
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xEF
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xBB
tika,org.apache.tika.mime,TestMimeTypes,testGetMimeType_byteArray,Magic Number,The method contains a magic number: 0xBF
tika,org.apache.tika.mime,TestMimeTypesExtended,assertTypeByData,Long Statement,The length of the statement "try (InputStream stream=TikaInputStream.get(TestMimeTypesExtended.class.getResourceAsStream("/test-documents/" + filename))){" is 125.
tika,org.apache.tika.metadata,TestMetadata,testAdd,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.metadata,TestMetadata,testAdd,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,TestMetadata,testAdd,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.metadata,TestMetadata,testAdd,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,TestMetadata,testSet,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,TestMetadata,testSetProperties,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,TestMetadata,testNames,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,TestMetadata,testRemove,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,TestMetadata,testGetSetInt,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.metadata,TestMetadata,testGetSetInt,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.metadata,TestMetadata,testGetSetInt,Magic Number,The method contains a magic number: 22
tika,org.apache.tika.metadata,TestMetadata,testGetSetInt,Magic Number,The method contains a magic number: 22
tika,org.apache.tika.metadata,TestMetadata,testGetSetInt,Magic Number,The method contains a magic number: 22
tika,org.apache.tika.metadata,TestMetadata,testGetSetInt,Magic Number,The method contains a magic number: 22
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 60
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 60
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1050
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 12
tika,org.apache.tika.metadata,TestMetadata,testGetSetDate,Magic Number,The method contains a magic number: 12
tika,org.apache.tika.metadata,TestMetadata,testGetSetDateUnspecifiedTimezone,Long Statement,The length of the statement "assertEquals("should return string without time zone specifier because zone is not known"`"1970-01-01T00:00:01"`meta.get(TikaCoreProperties.CREATED));" is 150.
tika,org.apache.tika.metadata,TestMetadata,testGetSetDateUnspecifiedTimezone,Long Statement,The length of the statement "assertEquals("should return string without time zone specifier because zone is not known"`"1970-01-01T00:00:01"`meta.get(TikaCoreProperties.CREATED));" is 150.
tika,org.apache.tika.metadata,TestMetadata,testGetSetDateUnspecifiedTimezone,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,testCompositeProperty,Long Statement,The length of the statement "Property compositeProperty=Property.composite(DublinCore.DESCRIPTION`new Property[]{TikaCoreProperties.DESCRIPTION`Property.internalText("testDescriptionAlt")});" is 161.
tika,org.apache.tika.metadata,TestMetadata,testMultithreadedDates,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.metadata,TestMetadata,call,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,TestMetadata,call,Magic Number,The method contains a magic number: 1000000
tika,org.apache.tika.metadata,TestMetadata,call,Magic Number,The method contains a magic number: 2000
tika,org.apache.tika.metadata,MetadataDateAdder,call,Magic Number,The method contains a magic number: 1000
tika,org.apache.tika.metadata,MetadataDateAdder,call,Magic Number,The method contains a magic number: 1000000
tika,org.apache.tika.metadata,MetadataDateAdder,call,Magic Number,The method contains a magic number: 2000
tika,org.apache.tika.metadata,Property,Property,Long Parameter List,The method has 7 parameters. 
tika,org.apache.tika.metadata,Property,Property,Long Parameter List,The method has 5 parameters. 
tika,org.apache.tika.metadata,Property,isMultiValuePermitted,Complex Conditional,The conditional expression propertyType == PropertyType.BAG || propertyType == PropertyType.SEQ || propertyType == PropertyType.ALT is complex.
tika,org.apache.tika.metadata,Property,composite,Long Statement,The length of the statement "return new Property(primaryProperty.getName()`primaryProperty.isInternal()`PropertyType.COMPOSITE`ValueType.PROPERTY`choices`primaryProperty`secondaryExtractProperties);" is 169.
tika,org.apache.tika.metadata,PropertyTypeException,PropertyTypeException,Long Statement,The length of the statement "super((unsupportedPropertyType != PropertyType.COMPOSITE) ? unsupportedPropertyType + " is not supported" : "Composite Properties must not include other Composite" + " Properties as either Primary or Secondary");" is 212.
tika,org.apache.tika.metadata,Metadata,set,Long Statement,The length of the statement "if (property.getPrimaryProperty().getValueType() != Property.ValueType.REAL && property.getPrimaryProperty().getValueType() != Property.ValueType.RATIONAL) {" is 157.
tika,org.apache.tika.metadata,XMPDM,convert,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,XMPDM,convert,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.metadata,XMPDM,convert,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.metadata,ChannelTypePropertyConverter,convert,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata,ChannelTypePropertyConverter,convert,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.metadata,ChannelTypePropertyConverter,convert,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.metadata.filter,TestMetadataFilter,testDefault,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata.filter,TestMetadataFilter,testConfigIncludeFilter,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata.filter,TestMetadataFilter,testConfigIncludeAndUCFilter,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata.filter,TestMetadataFilter,testMimeClearingFilter,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.metadata.filter,TestMetadataFilter,testMimeClearingFilterConfig,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.embedder,ExternalEmbedder,getCommandMetadataSegments,Complex Method,Cyclomatic complexity of the method is 11
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Complex Method,Cyclomatic complexity of the method is 19
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Identifier,The length of the identifier serializeMetadataCommandArgumentsToken is 38.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Identifier,The length of the identifier replacedMetadataCommandArgumentsToken is 37.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Identifier,The length of the field METADATA_COMMAND_ARGUMENTS_SERIALIZED_TOKEN is 43.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Identifier,The length of the field METADATA_COMMAND_ARGUMENTS_TOKEN is 32.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Method,The method has 107 lines of code.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Statement,The length of the statement "commandSegment=commandSegment.replace(METADATA_COMMAND_ARGUMENTS_SERIALIZED_TOKEN`serializeMetadata(commandMetadataSegments));" is 126.
tika,org.apache.tika.embedder,ExternalEmbedder,embed,Long Statement,The length of the statement "throw new TikaException("There was an error executing the command line" + "\nExecutable Command:\n\n" + cmd + "\nExecutable Error:\n\n"+ stdErrOutputStream.toString(UTF_8.name()));" is 180.
tika,org.apache.tika.extractor,ParsingEmbeddedDocumentExtractor,parseEmbedded,Complex Conditional,The conditional expression name != null && name.length() > 0 && outputHtml is complex.
tika,org.apache.tika.extractor,ParsingEmbeddedDocumentExtractor,parseEmbedded,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.extractor,ParsingEmbeddedDocumentExtractor,parseEmbedded,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.extractor,EmbeddedDocumentUtil,getExtension,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.extractor,EmbeddedDocumentUtil,getExtension,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.extractor,EmbeddedDocumentUtil,getExtension,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.extractor,TestEmbeddedDocumentUtil,testSimple,Long Statement,The length of the statement "Parser txtParser=EmbeddedDocumentUtil.tryToFindExistingLeafParser(org.apache.tika.parser.csv.TextAndCSVParser.class`parseContext);" is 130.
